,lemma,pos,freq
31593,zijnt,AUX,4
31594,Dummie,NOUN,6
31595,brillwinkel,NOUN,1
31596,afchecken,VERB,2
31597,uitgecheckt,VERB,1
31598,Machel,PROPN,1
31599,30,ADJ,6
31600,Nemary,PROPN,2
31601,76,ADJ,1
31602,Benzema,PROPN,23
31603,goallll,ADJ,1
31604,Namary,PROPN,1
31605,Barcalona,PROPN,19
31606,brigadier,NOUN,6
31607,brigadieren,VERB,3
31608,hbj,NOUN,1
31609,gestalkt,VERB,2
31610,diaboloën,NOUN,3
31611,Hamster,NOUN,5
31612,u,SYM,7
31613,hai,NOUN,9
31614,Walking,SYM,3
31615,dinosaurs,NOUN,2
31616,buddy,NOUN,3
31617,chipmunks,SYM,1
31618,dofje,SYM,1
31619,schouwburg,NOUN,11
31620,sped,ADJ,1
31621,troeken,NOUN,1
31622,speele,NOUN,2
31623,Diane,PROPN,6
31624,Nikke,PROPN,2
31625,Caribabad,PROPN,3
31626,badjuffrouw,NOUN,1
31627,vastdoen,PROPN,1
31628,iPod-en,PROPN,6
31629,Europastraat,PROPN,1
31630,AVIA,PROPN,1
31631,steeken,VERB,4
31632,FIFA-spelletjes,NOUN,1
31633,Ultimate,ADJ,4
31634,hurksprong,NOUN,3
31635,zwembrevet,PROPN,1
31636,Cliniclowns,PROPN,24
31637,"1500,20,-",NUM,1
31638,kindertje,NOUN,4
31639,pv,INTJ,2
31640,lv,PROPN,2
31641,levensnood,ADJ,1
31642,zijn/ziek,NOUN,1
31643,opvangcentra,NOUN,2
31644,natuurpark,NOUN,20
31645,bankrekening,NOUN,5
31646,raaten,VERB,1
31647,strike,NOUN,5
31648,Strike,NOUN,3
31649,variant,NOUN,6
31650,ECHT,ADJ,5
31651,NIET,ADV,25
31652,weggepesten,VERB,1
31653,probe,ADV,1
31654,spat,VERB,11
31655,stoomen,VERB,1
31656,Spetter,NOUN,4
31657,Stein,PROPN,17
31658,topvakantie,NOUN,16
31659,vogelnes,NOUN,6
31660,veur,NOUN,6
31661,rijbaan,NOUN,7
31662,hoogschool,NOUN,6
31663,exakt,ADJ,1
31664,Ef,NUM,1
31665,rondje,NOUN,7
31666,Voilà,VERB,1
31667,niest,VERB,3
31668,schommeld,VERB,1
31669,zinkoolat,PROPN,1
31670,daales,NOUN,1
31671,wde,VERB,1
31672,vekeeren,VERB,2
31673,handop,ADV,1
31674,gerbiets,VERB,1
31675,stoombboot,NOUN,1
31676,kreinzijn,NOUN,1
31677,bliellen,VERB,1
31678,jongstleden,X,2
31679,zogenaamd,X,3
31680,s.o.s,NOUN,3
31681,Triest,PROPN,1
31682,paardrijdst,ADJ,4
31683,sinterklaasspullen,NOUN,2
31684,sinterklaastfeest,NOUN,1
31685,Rugby,PROPN,6
31686,body,NOUN,3
31687,rugbybal,NOUN,4
31688,landir,PROPN,1
31689,pannenkoekenbakker,NOUN,4
31690,muziekje,NOUN,17
31691,geklop,ADV,7
31692,tussendoort,NOUN,5
31693,max.,ADJ,9
31694,intypten,VERB,1
31695,Bijv,SYM,5
31696,mjen,NOUN,6
31697,monopolie,NOUN,5
31698,gegroet,VERB,3
31699,informatiebord,NOUN,6
31700,Sparky,PROPN,16
31701,Mmmm,INTJ,1
31702,10.000000000000000,SYM,1
31703,Overdrijf,VERB,1
31704,sahara,NOUN,6
31705,8j7bekir8H,PROPN,1
31706,VAMPIER,NOUN,1
31707,zeilster,NOUN,2
31708,gi,PROPN,2
31709,geitenkaas,NOUN,6
31710,Gi,NOUN,2
31711,Gi,PROPN,2
31712,t-sirt,NOUN,1
31713,klukde,NOUN,1
31714,doelpaal,NOUN,1
31715,Bem,PROPN,1
31716,hoofdstukk,NOUN,3
31717,Jorien,NOUN,2
31718,informatiebordjes,NOUN,2
31719,opvanghuis,NOUN,7
31720,wc's,ADV,7
31721,ja/nee,INTJ,8
31722,rinkellen,VERB,4
31723,vert,PROPN,16
31724,Djuna,PROPN,7
31725,glimp,NOUN,1
31726,mus,PROPN,8
31727,kolibrie,NOUN,15
31728,negentig,PROPN,1
31729,Nynke,PROPN,3
31730,Toen,ADV,6
31731,Ahhhhh,PROPN,3
31732,Groef,VERB,6
31733,kistje,NOUN,16
31734,obs,NOUN,2
31735,Hond,PROPN,3
31736,Hond,NOUN,11
31737,glipte,VERB,29
31738,camoufleren,VERB,2
31739,middeleeuwen,NOUN,20
31740,-tot,ADJ,1
31741,verbazinghet,ADJ,1
31742,moeske,NOUN,1
31743,bustel,NOUN,1
31744,straaljaager,NOUN,1
31745,22:00,PROPN,6
31746,slaaplekker,NOUN,1
31747,snurk,PROPN,8
31748,snurk,VERB,5
31749,9:00,NOUN,2
31750,8:25,SYM,2
31751,8:55,NOUN,1
31752,maarja,ADV,3
31753,pass,VERB,4
31754,schijnbeweging,NOUN,2
31755,aard,NOUN,16
31756,Taalfouten,NOUN,5
31757,geen/weinig,DET,1
31758,aanplakten,VERB,1
31759,bruin,NOUN,1
31760,Autobiografie,NOUN,1
31761,kleuterschool,NOUN,5
31762,Goes,PROPN,7
31763,zebrapaarod,NOUN,1
31764,afraden,VERB,10
31765,topspringer,VERB,1
31766,Olympisch,ADJ,21
31767,springteam,NOUN,1
31768,verrimpelde,NOUN,1
31769,Spirit,PROPN,3
31770,Sijken,VERB,1
31771,bloggen,VERB,3
31772,voorschijn,NOUN,13
31773,Chinouk,PROPN,4
31774,kids,SYM,12
31775,Laur,PROPN,2
31776,20:00,NUM,9
31777,Polly,PROPN,13
31778,Gym,PRON,3
31779,Marc,PROPN,48
31780,Battle,SYM,2
31781,Field,PROPN,2
31782,Likt,VERB,1
31783,orang-oetan,NOUN,4
31784,geeneen,ADV,1
31785,opvullen,VERB,5
31786,Rond,NOUN,5
31787,spagaten,NOUN,1
31788,splitten,VERB,1
31789,gymkleding,NOUN,1
31790,rekk,NOUN,4
31791,09:02,PROPN,1
31792,nanodeel,NOUN,6
31793,hypnosestraal,NOUN,1
31794,overheersen,VERB,4
31795,hoofdkwartier,NOUN,14
31796,morgenmiddag,NOUN,2
31797,10:56,NUM,2
31798,inval,NOUN,3
31799,lassen,VERB,5
31800,kluis,PROPN,1
31801,open,PROPN,9
31802,verteller,NOUN,5
31803,11:30,NUM,3
31804,busje,NOUN,1
31805,gijzel,NOUN,2
31806,Begrepen,VERB,6
31807,biologieles,NOUN,1
31808,Pieter-Jan,PROPN,1
31809,Meekomen,NOUN,2
31810,start,VERB,4
31811,research,NOUN,1
31812,tape,NOUN,17
31813,Kijkt,VERB,5
31814,bewapenen,VERB,12
31815,bezemkast,NOUN,7
31816,12:30,NUM,7
31817,gijzelen,VERB,5
31818,jaag,VERB,3
31819,Lexsa,PROPN,1
31820,hondentrainster,NOUN,2
31821,survivaltest,NOUN,1
31822,opchatten,VERB,2
31823,teken,ADJ,1
31824,vier/vijf,PROPN,1
31825,sloo,VERB,1
31826,Ba,SYM,2
31827,maïsveld,NOUN,5
31828,Krak,PROPN,13
31829,BFF's,NOUN,7
31830,Marlyse,PROPN,1
31831,ruilparty,NOUN,1
31832,lokhen,NOUN,1
31833,Liepen,VERB,3
31834,goed/leuk,NOUN,1
31835,India,PROPN,25
31836,eetkraampjes,ADJ,1
31837,gadget,NOUN,7
31838,kyosera,ADJ,1
31839,Quiermo,PROPN,1
31840,skipas,NOUN,1
31841,skigroep,NOUN,1
31842,skischoen,NOUN,8
31843,autorit,NOUN,3
31844,Free,PROPN,9
31845,Fall,PROPN,6
31846,sec,ADJ,10
31847,enzo,PROPN,7
31848,regenwolk,NOUN,2
31849,lichtflitos,NOUN,3
31850,Weermannen,VERB,1
31851,weervrouwen,NOUN,1
31852,schatt,VERB,1
31853,voorspelling,NOUN,8
31854,14ºC,PROPN,1
31855,13ºC,NUM,1
31856,knlen,VERB,18
31857,shirtje,NOUN,2
31858,Frederick,PROPN,3
31859,Ol,SYM,1
31860,bladerdeg,NOUN,12
31861,LG,SYM,3
31862,311,NUM,2
31863,Astrid,PROPN,12
31864,Legormpoppetje,PROPN,1
31865,hooivork,NOUN,7
31866,Wars,NOUN,4
31867,Skywalker,PROPN,11
31868,Luuke,PROPN,2
31869,Sskaiwalkur,PROPN,1
31870,lichtsaber,NOUN,2
31871,x-wings,ADJ,1
31872,Wars-poppetjes,NOUN,1
31873,General,PROPN,1
31874,Griev,PROPN,1
31875,Maul,PROPN,1
31876,Droids,SYM,1
31877,spingloadsakketen,NOUN,1
31878,schietgeluiden,VERB,1
31879,Jahoe,PROPN,2
31880,obi,NOUN,1
31881,kanoi,VERB,1
31882,zt,SYM,1
31883,Ponypark,NOUN,6
31884,Eagle,PROPN,2
31885,steakhouse,NOUN,1
31886,topweekend,NOUN,6
31887,tjilpen,VERB,29
31888,teh,PROPN,1
31889,zombie-invasie,NOUN,1
31890,invasie,NOUN,11
31891,Postzegel,PROPN,1
31892,Postzegels,NOUN,1
31893,aardbeien-Yoghi,NOUN,1
31894,tel,VERB,13
31895,mc,PROPN,5
31896,donalds,PROPN,3
31897,voeltbal,NOUN,1
31898,plantenbak,NOUN,2
31899,circuslui,NOUN,2
31900,Biekie,PROPN,2
31901,basketbalen,NOUN,1
31902,rijdkleir,VERB,1
31903,zadelde,VERB,1
31904,continu,ADJ,13
31905,Brigade,PROPN,2
31906,bow,NOUN,2
31907,Minigolf,PROPN,4
31908,bordercollies,NOUN,3
31909,doornroosje,PROPN,6
31910,Doornroosje,PROPN,7
31911,spinnenwiel,NOUN,3
31912,leraren/leraressen,NOUN,1
31913,friemelding,NOUN,1
31914,printer,NOUN,14
31915,Klaziena,PROPN,17
31916,sluip,VERB,5
31917,zi,DET,2
31918,Voorst,VERB,1
31919,tóch,ADV,1
31920,peuk,NOUN,3
31921,aflaten,VERB,8
31922,boompjes,ADJ,1
31923,ontgrendelen,VERB,2
31924,lu,PROPN,4
31925,duister,NOUN,23
31926,elister,ADJ,1
31927,lu,X,1
31928,bouwket,NOUN,1
31929,bouwhut,NOUN,1
31930,gouduion,ADJ,1
31931,Goudkluis,PROPN,5
31932,goudkluis,ADV,1
31933,ertanok,NOUN,1
31934,Goudmijnen,PROPN,3
31935,produceerd,VERB,1
31936,lu,NOUN,5
31937,2500,SYM,2
31938,125000,NUM,1
31939,Kanon,PROPN,2
31940,boogschuttersmen,NOUN,1
31941,baalraar,NOUN,1
31942,Gobbin,PROPN,1
31943,re,SCONJ,2
31944,muurbroken,ADJ,1
31945,luchtballon,PROPN,1
31946,pea,NOUN,1
31947,trafeun,NOUN,1
31948,clanksteel,NOUN,1
31949,opricht,VERB,1
31950,40000,NUM,1
31951,Leider,NOUN,1
31952,bs,SYM,5
31953,7en,NOUN,3
31954,8ers,NOUN,1
31955,knot,NOUN,16
31956,kleinen,VERB,10
31957,Frenkie,PROPN,2
31958,v.,PROPN,11
31959,werklozen,ADJ,3
31960,modelbouwen,VERB,1
31961,Timmeren,VERB,2
31962,timmeren,NOUN,7
31963,Modelbouwen,PROPN,1
31964,leesverslaafd,NOUN,1
31965,huisgenot,NOUN,1
31966,bondscoach,NOUN,1
31967,Cicese,NOUN,1
31968,Viergever,PROPN,1
31969,Schòne,PROPN,1
31970,Kiehna,PROPN,1
31971,etc,X,6
31972,Noord-Holland,PROPN,14
31973,Liefste,ADJ,3
31974,beziel,NOUN,1
31975,monster,PROPN,20
31976,baf,NOUN,3
31977,reuze-,SYM,1
31978,kleingemaken,VERB,1
31979,Scheder,PROPN,1
31980,Donateloo,PROPN,1
31981,Rafel,PROPN,2
31982,zalinter,ADV,1
31983,Ninja,PROPN,21
31984,Turtles,PROPN,9
31985,eebwol,NOUN,1
31986,Kinderjury,NOUN,1
31987,pagina,NOUN,11
31988,waanzinnig,ADJ,8
31989,39,NUM,25
31990,Minecraften,PROPN,13
31991,handleiding,NOUN,18
31992,doodlopen,ADJ,5
31993,gedrukken,VERB,1
31994,Doeji,PROPN,1
31995,kre,NOUN,1
31996,bm,VERB,1
31997,maatje,NOUN,5
31998,heriner,NOUN,1
31999,onderons,NOUN,1
32000,Leuk,NOUN,32
32001,Bazig,PROPN,1
32002,gewest,NOUN,7
32003,Vlastych,PROPN,1
32004,stik,NOUN,4
32005,huifkar,NOUN,10
32006,Frankerijk,ADJ,1
32007,zenuw,NOUN,27
32008,oo,SYM,15
32009,Kiekie,PROPN,4
32010,verort,VERB,1
32011,Rembrand,PROPN,8
32012,Theater,PROPN,1
32013,Furkan,PROPN,3
32014,Kiekie,NOUN,1
32015,gewend,VERB,4
32016,julie,PROPN,1
32017,Marjo,PROPN,3
32018,bop,PROPN,3
32019,stomsten,ADJ,2
32020,brandweer-,SYM,1
32021,haagenstein,NOUN,1
32022,voorspelen,VERB,6
32023,vracht-,SYM,1
32024,fietsongeluk,NOUN,3
32025,knalden,VERB,5
32026,bakboord,NOUN,4
32027,stoelknoop,NOUN,1
32028,vaarde,VERB,1
32029,gymactiviteit,NOUN,1
32030,biervil,NOUN,1
32031,bierviltjes,NOUN,1
32032,trivia,NOUN,2
32033,chaten,VERB,5
32034,Gabrielle,PROPN,9
32035,7A,SYM,3
32036,kinderarts,NOUN,13
32037,beroem,NOUN,1
32038,Doddenwaart,PROPN,1
32039,Doudenwaard,PROPN,1
32040,tegen-,SYM,4
32041,stander,NOUN,3
32042,hadde,NOUN,1
32043,entilm,NOUN,1
32044,boors,ADJ,2
32045,schildpadden,NOUN,4
32046,hagendissen,DET,1
32047,incekjen,NOUN,1
32048,speelmaatjes,NOUN,1
32049,thuisland,NOUN,11
32050,meds,NOUN,1
32051,Ellekoot,NOUN,1
32052,DOVO,PROPN,3
32053,Schatkids,PROPN,1
32054,Guiten,PROPN,1
32055,vrijen,VERB,7
32056,schrijven/typen,ADV,1
32057,spelel,NOUN,2
32058,prehistorisch,ADJ,20
32059,gehakt,NOUN,7
32060,geroeid,ADJ,2
32061,Citroenthee,PROPN,6
32062,uitbroeden,VERB,12
32063,Ate,PROPN,4
32064,gr,INTJ,1
32065,indd,PROPN,3
32066,Legofilm,NOUN,2
32067,rood-roze-oranjepaars,ADJ,1
32068,geloofd,VERB,1
32069,klussen,NOUN,3
32070,Marisa,PROPN,10
32071,Itelie,PROPN,2
32072,Itelie,NOUN,1
32073,Nutella,PROPN,17
32074,pizzaNutella,PROPN,1
32075,3000,NUM,20
32076,100000,NUM,10
32077,999999,NUM,1
32078,breod,ADJ,2
32079,Karate,NOUN,13
32080,Karate,PROPN,3
32081,Kata's,PROPN,1
32082,voorwaarts,ADJ,5
32083,achterwaarts,ADV,4
32084,Schildpad,NOUN,1
32085,rrr,NOUN,2
32086,49,SYM,2
32087,zweefstand,NOUN,4
32088,Riet,SYM,1
32089,gelakken,ADJ,2
32090,blaasen,VERB,5
32091,startsein,NOUN,4
32092,uitstoken,VERB,1
32093,Huilt,VERB,1
32094,Nieko,PROPN,4
32095,Roben,PROPN,2
32096,meest,PRON,5
32097,poe,PROPN,3
32098,hoouje,NOUN,1
32099,hondendrol,NOUN,7
32100,knap,NOUN,4
32101,Faya,PROPN,5
32102,Vliegetuigen,PROPN,2
32103,vliegtiuigen,VERB,1
32104,Schildpad,PROPN,8
32105,dieet,NOUN,20
32106,98%,SYM,2
32107,afstmen,VERB,2
32108,olifantsvogel,NOUN,1
32109,sateg,PROPN,1
32110,riten,NOUN,1
32111,kider,NOUN,3
32112,lieg,VERB,9
32113,Olé,PROPN,9
32114,streetdance,SYM,3
32115,21-0,SYM,1
32116,22-0,SYM,1
32117,geklust,VERB,2
32118,Elvira,PROPN,5
32119,Carolina,PROPN,3
32120,miks,PROPN,1
32121,Miks,PROPN,1
32122,Patatje,NOUN,14
32123,Aladnahal,NOUN,1
32124,Vuur,PROPN,3
32125,toekomstmachine,NOUN,4
32126,stak,VERB,11
32127,montster,NOUN,1
32128,Opstaan,VERB,5
32129,gegiechel,NOUN,5
32130,lieke,NOUN,4
32131,Lieke,NOUN,19
32132,tienen,VERB,11
32133,Kattenland,PROPN,1
32134,kattenland,NOUN,6
32135,:),PRON,6
32136,zeepbel,NOUN,1
32137,Linnaeushof,PROPN,3
32138,7-8,SYM,12
32139,xxxxx,PROPN,3
32140,Camwijs,PROPN,8
32141,Kemwijs,PROPN,1
32142,retrohotel,NOUN,3
32143,Builders,PROPN,2
32144,rank,NOUN,3
32145,Grondleger,PROPN,1
32146,Event,SYM,1
32147,manager,SYM,1
32148,moderator,NOUN,3
32149,bouwteam,NOUN,1
32150,Camwijs.nl,SYM,1
32151,camwijsbuiders.weebly,PROPN,1
32152,com.,SYM,1
32153,Computers,PROPN,2
32154,Powerpoints,PROPN,2
32155,Melchior,PROPN,7
32156,groei,VERB,1
32157,Coolcat-kleren,NOUN,1
32158,Debora,PROPN,10
32159,paardgereden,VERB,10
32160,pieten,AUX,1
32161,joch,NOUN,12
32162,Haha,INTJ,2
32163,kindermoordenaar,NOUN,2
32164,Zeehond,PROPN,6
32165,plantenweren,ADJ,1
32166,bestrijdingmiddel,NOUN,1
32167,Janik,PROPN,1
32168,spe-,SYM,2
32169,len,ADV,24
32170,Playmobil,VERB,3
32171,borstwaartsom,NOUN,2
32172,N,NUM,2
32173,kopbal,NOUN,10
32174,Jeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,PROPN,1
32175,eeee,PROPN,1
32176,hetder,ADJ,1
32177,Besiana,PROPN,4
32178,Domani,PROPN,1
32179,Besiana,VERB,1
32180,thuiskwame,VERB,2
32181,babykamer,NOUN,2
32182,knabbelstok,NOUN,1
32183,lui,NOUN,5
32184,lievelingsgerecht,NOUN,3
32185,apentaal,NOUN,1
32186,Mierenkwegt,PROPN,1
32187,Bala,PROPN,2
32188,Clarrabella,PROPN,1
32189,clarrabella,NOUN,1
32190,sneeuwbunker,NOUN,1
32191,Oeh,INTJ,5
32192,Bedankt,PROPN,7
32193,mams,PRON,3
32194,nie,NOUN,10
32195,duh,NOUN,15
32196,uuh,NOUN,2
32197,Zwanenbroekje,PROPN,1
32198,Millingenwaard,PROPN,1
32199,aanbetalen,VERB,5
32200,challenge,NOUN,5
32201,PowerPoints,PROPN,1
32202,Devon,PROPN,6
32203,Dunken,PROPN,1
32204,Restoeno,PROPN,1
32205,Gieard,PROPN,1
32206,Makro,PROPN,9
32207,starlings,NOUN,1
32208,Spel.nl,NOUN,3
32209,Mariokart,NOUN,1
32210,Crash,NOUN,1
32211,Mind,SYM,1
32212,Mutant,NOUN,1
32213,fotogra,NOUN,1
32214,Magic,PROPN,18
32215,theekop,NOUN,6
32216,zwembad-west,NOUN,1
32217,heeeeeeeeeeeeeeel,NOUN,1
32218,Saaaaaaaaai,NOUN,1
32219,bewolking,NOUN,6
32220,benzinetank,NOUN,3
32221,Ina,PROPN,15
32222,aangestaren,VERB,2
32223,Krijgen,VERB,9
32224,zonnestra,NOUN,2
32225,Ferra,PROPN,28
32226,Pollux,PROPN,6
32227,frisbees,NOUN,1
32228,botje,NOUN,5
32229,halsbande,NOUN,1
32230,omkled,NOUN,12
32231,taartenwinkel,NOUN,3
32232,dyslectische,ADJ,1
32233,teveel,NOUN,5
32234,verwarrend,ADJ,1
32235,3.00,NUM,2
32236,Mopperen,VERB,1
32237,conciërge,NOUN,21
32238,fietsenstaling,NOUN,2
32239,Ziekenhuizen,NOUN,1
32240,Egmond,PROPN,6
32241,tennisen,VERB,11
32242,Hogan,PROPN,1
32243,teddybeer,PROPN,1
32244,huidkleur,NOUN,3
32245,vink,NOUN,8
32246,Aangekomen,VERB,12
32247,NXP,PROPN,6
32248,leuteren,VERB,1
32249,thermiek,NOUN,3
32250,brandweerwagen,NOUN,11
32251,brandweerspuit,NOUN,2
32252,teneze,NOUN,1
32253,sterrenbos,NOUN,2
32254,slingerbos,NOUN,1
32255,muniekweirt,ADJ,1
32256,kles,NOUN,1
32257,keen,NOUN,1
32258,marshmallow,PROPN,1
32259,wandelschoen,NOUN,3
32260,flexibel,ADJ,11
32261,trapbootje,NOUN,2
32262,bilal,NOUN,1
32263,badmintonnen,ADJ,1
32264,Roxanne,PROPN,29
32265,ijsbar,NOUN,2
32266,verre,ADJ,4
32267,reizen,NOUN,21
32268,opgejagen,VERB,17
32269,fietsenhanger,NOUN,1
32270,Didi,PROPN,13
32271,Rojin,PROPN,1
32272,Ava,SYM,2
32273,Liene,PROPN,5
32274,Mirte,PROPN,37
32275,Lyzanne,PROPN,1
32276,elastiek,ADJ,1
32277,co,PROPN,5
32278,just,SYM,8
32279,dance,PROPN,14
32280,just,PROPN,4
32281,Littlest,PROPN,5
32282,Shop,PROPN,12
32283,Zandvoort,PROPN,10
32284,Karins,PROPN,5
32285,"3,-",SYM,2
32286,vanillesmaak,NOUN,2
32287,zusje,SYM,6
32288,tulp,NOUN,49
32289,krokuss,NOUN,3
32290,vlietuig,NOUN,3
32291,frat,NOUN,3
32292,birojenv,X,5
32293,galgje,NOUN,5
32294,verena,PROPN,1
32295,waterbak,NOUN,18
32296,mannetje,SYM,1
32297,NERF,PROPN,4
32298,Juilus,PROPN,2
32299,Taco,PROPN,16
32300,Eeh,PROPN,1
32301,kooitje,NOUN,16
32302,Almeria,PROPN,2
32303,achterblijven,VERB,3
32304,leeuwt,NOUN,4
32305,ZIELIG,PROPN,1
32306,Haatert,PROPN,1
32307,en,DET,2
32308,Landal,PROPN,7
32309,Greenparks,PROPN,1
32310,speelhal,NOUN,18
32311,shuffel,NOUN,1
32312,racing,SYM,2
32313,roddelen,VERB,2
32314,kistalal,NOUN,1
32315,dames,NOUN,7
32316,Dames,NOUN,10
32317,tijg,NOUN,1
32318,konijnen,NOUN,12
32319,Supermooie,PROPN,1
32320,Zjonny,PROPN,1
32321,sjomy,NOUN,1
32322,fenen,PROPN,1
32323,enne,PROPN,3
32324,Sjomy,PROPN,2
32325,D2,DET,1
32326,zaalhockeystick,NOUN,2
32327,Tanisha,PROPN,1
32328,’n,VERB,1
32329,Apenkooi,PROPN,3
32330,adiodanten,NOUN,1
32331,hoss,NOUN,1
32332,veer,VERB,10
32333,septer,NOUN,1
32334,metselaar,NOUN,13
32335,metselen,VERB,22
32336,Klassenkrant,PROPN,9
32337,verjaardagstaart,NOUN,15
32338,kooksen,VERB,4
32339,Knorrie,PROPN,4
32340,knorrie,NOUN,3
32341,onstnappen,VERB,1
32342,deal,NOUN,8
32343,nageboot,ADJ,1
32344,Friekande,PROPN,2
32345,Friekandel,PROPN,2
32346,speelzaal,NOUN,5
32347,Jak,PROPN,1
32348,shotgun,NOUN,16
32349,Nintendo's,PROPN,1
32350,laptops,NOUN,16
32351,enzovoort,PROPN,1
32352,Willemien,PROPN,2
32353,Isha,PROPN,4
32354,vriendinnenspelol,NOUN,1
32355,Shiara,PROPN,5
32356,levey,NOUN,2
32357,Margriet,PROPN,19
32358,Birgit,PROPN,10
32359,mopperen,VERB,13
32360,Gina,PROPN,14
32361,bijsprongen,VERB,7
32362,Herdie,PROPN,2
32363,haargroeimiddel,NOUN,2
32364,Haren.azen,NOUN,1
32365,getest,VERB,15
32366,Haargroei,NOUN,1
32367,Dagoe,PROPN,2
32368,iam,VERB,1
32369,iam,PROPN,1
32370,vreter,NOUN,1
32371,wapenmaker,NOUN,1
32372,kerstmis,NOUN,48
32373,balletschoen,NOUN,5
32374,zusje,PROPN,1
32375,Spakie,NOUN,1
32376,Smoes,PROPN,11
32377,Spakie,PROPN,1
32378,speelplekken,NOUN,1
32379,inh,ADJ,1
32380,hem/zij,PROPN,1
32381,vriend/,NOUN,1
32382,Tienjarig,NOUN,1
32383,Hobbit,PROPN,18
32384,Billo,PROPN,3
32385,Bagins,NOUN,1
32386,Erebar,PROPN,1
32387,thuisberg,PROPN,1
32388,Smaug,PROPN,1
32389,orks,PROPN,2
32390,Azog,PROPN,1
32391,Thorins,PROPN,1
32392,Eikenschild,ADJ,1
32393,Gandalf,PROPN,5
32394,mon,NOUN,1
32395,Bearne,NOUN,1
32396,krij,VERB,2
32397,t.w.v.,X,1
32398,"5000,-",SYM,1
32399,Decatlon,PROPN,1
32400,krentenboll,NOUN,3
32401,krent,NOUN,7
32402,Woefwoef,SYM,1
32403,Flapie,PROPN,6
32404,Vach,PROPN,1
32405,Hera,PROPN,5
32406,Jarco,PROPN,2
32407,Sebastiaan,PROPN,10
32408,lievelingscomputerspel,NOUN,2
32409,Moviestarplanet,PROPN,14
32410,nieuwschierig,ADJ,1
32411,poppenmaakmachine,NOUN,1
32412,Argus,PROPN,3
32413,pianospeelen,VERB,1
32414,vampierkist,NOUN,1
32415,puntoren,PROPN,2
32416,achterover,ADJ,2
32417,controlekamer,NOUN,3
32418,sproeier,NOUN,16
32419,gebaran,VERB,5
32420,afregenen,VERB,1
32421,Make-up,NOUN,4
32422,invlechtpop,NOUN,1
32423,Lydia,PROPN,14
32424,crashen,VERB,16
32425,Boodie,PRON,1
32426,vanille,ADJ,15
32427,omgewissellen,VERB,4
32428,tag,NOUN,2
32429,stront,NOUN,7
32430,sleutelt,NOUN,1
32431,opengezetten,VERB,1
32432,ppppppuppppu,NOUN,1
32433,st,ADV,1
32434,lem,VERB,1
32435,sj,SYM,1
32436,neen,ADJ,1
32437,hgk,NOUN,1
32438,uat,NOUN,1
32439,enk,PROPN,1
32440,tei,NOUN,1
32441,Lee,PROPN,8
32442,kommk,PROPN,1
32443,Dedie,PROPN,1
32444,Leukst,NOUN,1
32445,Machteld,PROPN,6
32446,Koerdisch,ADJ,2
32447,snaarinstrument,NOUN,7
32448,walsslag,NOUN,1
32449,afdempslag,NOUN,1
32450,A7,PROPN,2
32451,B6,SYM,2
32452,g7,PROPN,1
32453,tokkel,NOUN,3
32454,akkoord,VERB,3
32455,5/6,NUM,2
32456,stemmechanie,NOUN,1
32457,rozet,NOUN,9
32458,klankkast,NOUN,4
32459,klankgat,NOUN,3
32460,klem/,ADJ,1
32461,capo,NOUN,1
32462,voetsteun,NOUN,1
32463,zesentwintig,ADJ,1
32464,knokpartij,NOUN,3
32465,narcis,NOUN,14
32466,boterbloem,NOUN,2
32467,zonnebloem,NOUN,17
32468,hyacint,NOUN,8
32469,bloemenprint,NOUN,1
32470,vestje,NOUN,6
32471,roodbors,NOUN,19
32472,Hiske,PROPN,2
32473,pla,NOUN,3
32474,XL,PROPN,15
32475,beginner,NOUN,9
32476,Patersinottse,PROPN,1
32477,ballet,SYM,1
32478,Marin,PROPN,10
32479,telijk,ADJ,1
32480,achtelijk,ADJ,1
32481,negens,ADJ,2
32482,tien,VERB,4
32483,formule,PROPN,1
32484,Zonnehemdje,NOUN,1
32485,Jas,NOUN,3
32486,Bikini,PROPN,2
32487,pingpongbat,NOUN,1
32488,Beachvolleybal,PROPN,1
32489,strandhuis,NOUN,13
32490,at,INTJ,1
32491,Paaseieren,PROPN,1
32492,nattigheid,ADV,1
32493,Talloos,ADJ,2
32494,Daisy,SYM,5
32495,motiveren,ADJ,1
32496,Marylse,ADJ,4
32497,Zuchtte,VERB,1
32498,momplen,VERB,1
32499,Typediploma,NOUN,1
32500,caviaa,NOUN,3
32501,uilatln,VERB,1
32502,Bulldog,NOUN,6
32503,dotta,NOUN,8
32504,Badoe,PROPN,8
32505,K3-,NOUN,2
32506,Josje,SYM,1
32507,geloven,NOUN,17
32508,Touch,PROPN,6
32509,lego,ADJ,6
32510,5-,SYM,7
32511,Cull,SYM,1
32512,speltype,NOUN,3
32513,call,NOUN,3
32514,gtaminers,PROPN,1
32515,slom,ADJ,19
32516,verslaafder,NOUN,1
32517,geitje,NOUN,5
32518,onvergetelijk,ADJ,6
32519,Langer,NOUN,4
32520,Bekkeresplek,PROPN,1
32521,Holi,PROPN,4
32522,rotje,NOUN,4
32523,be-,ADJ,1
32524,belang-,NOUN,1
32525,seks,NOUN,7
32526,peuterschool,NOUN,3
32527,oma/opa,VERB,1
32528,bad,PROPN,3
32529,jijzelf,NOUN,2
32530,ki,ADJ,2
